eventid,nhostkid,nhours,ndays,hostkidoutcome_txt,nreleased
201408190025,2.0,,127.0,Combination,2.0
201408190036,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201408190041,,,,Hostage(s) released by perpetrators,
201408200009,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408200045,1.0,,,Hostage(s) released by perpetrators,1.0
201408200046,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201408200068,14.0,,,,
201408200097,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408210059,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201408210080,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408220006,4.0,,2.0,Combination,3.0
201408220048,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408220050,6.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201408220051,11.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408220052,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408220074,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408230003,,,,,
201408230025,2.0,,,Hostage(s) released by perpetrators,2.0
201408230045,,,,,
201408230088,3.0,,,,
201408240011,5.0,,,Combination,2.0
201408240014,2.0,,,,
201408240015,3.0,,47.0,Hostage(s) released by perpetrators,3.0
201408240096,1.0,1.0,,Hostage(s) released by perpetrators,1.0
201408240099,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201408240105,1.0,,39.0,Hostage(s) released by perpetrators,1.0
201408250018,4.0,,1.0,Hostage(s) released by perpetrators,4.0
201408250069,3.0,,43.0,Hostage(s) released by perpetrators,3.0
201408250088,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408260033,7.0,,,Combination,3.0
201408260052,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408260096,1.0,1.0,,Hostage(s) released by perpetrators,1.0
201408270006,20.0,,1.0,Hostage(s) released by perpetrators,20.0
201408270008,1.0,,15.0,Hostage(s) released by perpetrators,1.0
201408270010,45.0,,15.0,Hostage(s) released by perpetrators,45.0
201408270029,10.0,,,,
201408270030,10.0,,,,
201408270042,1.0,,,,
201408270098,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408280011,4.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201408280012,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201408280016,1.0,,12.0,Hostage(s) released by perpetrators,1.0
201408280020,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408280022,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408290022,5.0,,,Combination,4.0
201408290055,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408300003,5.0,,,Combination,
201408300019,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408300084,7.0,,,,
201408310024,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201408310074,1.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201408310093,1.0,,15.0,Hostage(s) released by perpetrators,1.0
201409010011,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409010025,4.0,,,,
201409010038,1.0,,,,
201409010040,2.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201409020002,20.0,,,,
201409020018,2.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201409020020,1.0,,10.0,Hostage(s) released by perpetrators,1.0
201409030007,3.0,,,Combination,
201409030012,1.0,,,,
201409030016,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201409030059,2.0,,4.0,Hostage(s) released by perpetrators,2.0
201409040001,1.0,,,,
201409040030,50.0,,3.0,Hostage(s) released by perpetrators,50.0
201409040032,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409040033,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409040034,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409040039,,,,Combination,
201409050008,21.0,,,,
201409050032,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201409050044,1.0,,14.0,Hostage(s) killed (not during rescue attempt),0.0
201409050055,5.0,,,,
201409050056,1.0,,,,
201409050067,3.0,,,Hostage(s) released by perpetrators,3.0
201409060048,2.0,,,,
201409070022,1.0,,,,
201409070051,150.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409070060,4.0,,,,
201409070069,10.0,,,Combination,5.0
201409070074,4.0,,33.0,Hostage(s) killed (not during rescue attempt),0.0
201409080009,2.0,,,Hostage(s) escaped (not during rescue attempt),2.0
201409080012,3.0,,32.0,Combination,2.0
201409080030,2.0,,,,
201409080061,2.0,,,,
201409080064,4.0,4.0,,Combination,3.0
201409080065,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080066,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080067,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080068,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080069,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080070,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080071,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080072,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080073,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080074,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080075,4.0,4.0,,Hostage(s) released by perpetrators,4.0
201409080076,3.0,4.0,,Hostage(s) released by perpetrators,3.0
201409090046,20.0,,,,
201409090047,,,,Hostage(s) released by perpetrators,
201409100016,1.0,,,,
201409100034,2.0,,,,
201409100035,4.0,,,Combination,
201409100042,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201409100064,2.0,,,,
201409100065,2.0,,,,
201409100066,2.0,,,,
201409100067,2.0,,,,
201409100068,1.0,,,,
201409100069,1.0,,,,
201409110042,1.0,,55.0,Hostage(s) released by perpetrators,1.0
201409110061,20.0,,,Combination,1.0
201409110062,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201409110068,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409120015,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201409120027,1.0,,1.0,Hostage(s) escaped (not during rescue attempt),1.0
201409120028,1.0,,1.0,Hostage(s) escaped (not during rescue attempt),1.0
201409120044,50.0,,,,
201409120065,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409120090,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409120097,1.0,,44.0,Hostage(s) killed (not during rescue attempt),0.0
201409130015,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201409130019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409130030,2.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201409130033,50.0,,,,
201409130072,10.0,,,Combination,3.0
201409130073,4.0,,,Combination,
201409130080,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409140007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409140063,1.0,,,,
201409140064,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409140068,7.0,,,Combination,
201409150009,2.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201409150011,5.0,,8.0,Combination,4.0
201409150021,5.0,,,Combination,4.0
201409150023,2.0,,,,
201409150060,2.0,,,,
201409160054,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409160055,47.0,,3.0,Hostage(s) escaped (not during rescue attempt),47.0
201409160056,46.0,,3.0,Hostage(s) escaped (not during rescue attempt),46.0
201409160080,6.0,,,Combination,4.0
201409160081,7.0,,,,
201409170005,3.0,,,,
201409170017,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201409170046,1.0,,,Successful Rescue,1.0
201409170060,2.0,3.0,,Hostage(s) released by perpetrators,2.0
201409170082,1.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201409180022,6.0,,50.0,Hostage(s) released by perpetrators,6.0
201409180040,3.0,,,Combination,1.0
201409180041,3.0,,,,
201409180066,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201409180067,4.0,,1.0,Hostage(s) released by perpetrators,4.0
201409190012,3.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
201409200006,1.0,,,Attempted Rescue,0.0
201409200023,5.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201409200042,1.0,,,,
201409200059,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201409200101,1.0,2.0,,Hostage(s) released by perpetrators,1.0
201409200102,2.0,,,Hostage(s) released by perpetrators,2.0
201409200110,4.0,,,,
201409210044,1.0,,5.0,Hostage(s) released by perpetrators,1.0
201409210052,1.0,,,,
201409210057,12.0,,66.0,Combination,12.0
201409210076,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201409220002,,,,,
201409220084,7.0,,,,
201409220085,6.0,,,,
201409220109,1.0,,11.0,Successful Rescue,1.0
201409230003,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409230013,9.0,,,,
201409230014,1.0,,,Hostage(s) released by perpetrators,1.0
201409230062,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409230074,5.0,,,,
201409240001,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201409240026,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201409240039,1.0,,,,
201409240042,3.0,,,Combination,
201409240053,1.0,,,,
201409240063,4.0,,,,
201409240071,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409240072,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409260013,2.0,,,Combination,1.0
201409260082,,,,Hostage(s) released by perpetrators,
201409260089,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409270005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409270034,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201409270072,1.0,,,,
201409280028,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409280069,1.0,,,Hostage(s) escaped (not during rescue attempt),1.0
201409290003,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409290049,1.0,7.0,,Hostage(s) released by perpetrators,1.0
201409290059,,,,,
201409290060,,,,Hostage(s) killed (not during rescue attempt),0.0
201409290061,,,,Hostage(s) killed (not during rescue attempt),0.0
201409290077,2.0,,,Hostage(s) released by perpetrators,2.0
201409290090,3.0,,,,
201409300017,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201409300041,35.0,,,Combination,
201410010074,9.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410010106,,,10.0,Hostage(s) released by perpetrators,
201410010112,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201410010124,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410020036,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201410020055,2.0,,,Combination,1.0
201410020057,7.0,,,Combination,
201410030003,1.0,,,,
201410030034,4.0,10.0,,Hostage(s) released by perpetrators,4.0
201410040013,20.0,,,,
201410040014,17.0,,,,
201410050020,1.0,,,,
201410050027,21.0,,4.0,Hostage(s) released by perpetrators,21.0
201410050065,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410060006,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410060045,1.0,,11.0,Hostage(s) killed (not during rescue attempt),0.0
201410060083,7.0,,,,
201410070007,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201410070046,3.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201410070052,1.0,,25.0,Hostage(s) released by perpetrators,1.0
201410070078,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410080007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410080027,6.0,,,Combination,1.0
201410080029,47.0,,,,
201410080032,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410080036,1.0,,6.0,Hostage(s) released by perpetrators,1.0
201410080048,1.0,,,Hostage(s) released by perpetrators,1.0
201410090033,1.0,1.0,,Hostage(s) released by perpetrators,1.0
201410090036,1.0,,,,
201410090042,,,,Hostage(s) killed (not during rescue attempt),0.0
201410100013,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201410100027,6.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410100037,16.0,,,Combination,5.0
201410100046,3.0,,,Combination,2.0
201410110019,5.0,,,,
201410110068,2.0,,,,
201410110076,1.0,,,,
201410110093,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201410120025,,,,Hostage(s) released by perpetrators,
201410120026,,,,Hostage(s) released by perpetrators,
201410120027,,,,Hostage(s) released by perpetrators,
201410120028,,,,Hostage(s) released by perpetrators,
201410120029,,,,Hostage(s) released by perpetrators,
201410120030,,,,Hostage(s) released by perpetrators,
201410120031,1.0,,23.0,Hostage(s) killed (not during rescue attempt),0.0
201410120040,2.0,,,Hostage(s) released by perpetrators,2.0
201410120065,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201410120068,1.0,,45.0,Successful Rescue,1.0
201410130021,2.0,,,,
201410130028,,,,,
201410130054,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410130061,1.0,,,,
201410150054,2.0,,,,
201410160033,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201410160034,4.0,,,,
201410160051,1.0,,,,
201410160058,4.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201410170011,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410170043,,,,,
201410180010,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410180048,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201410180056,20.0,,,,
201410180058,40.0,,,,
201410190014,11.0,,,Combination,3.0
201410190036,1.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201410200007,12.0,,,,
201410200031,1.0,,,Hostage(s) released by perpetrators,1.0
201410210019,20.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201410210037,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410210061,63.0,,8.0,Successful Rescue,63.0
201410220027,1.0,,,,
201410220028,1.0,,,,
201410220029,1.0,,,,
201410220060,7.0,,,Combination,5.0
201410220064,10.0,,,Hostage(s) released by perpetrators,10.0
201410220066,40.0,,,,
201410220071,6.0,,,,
201410230053,4.0,,,Successful Rescue,4.0
201410230063,30.0,,,,
201410240032,1.0,,107.0,Hostage(s) killed (not during rescue attempt),0.0
201410240033,1.0,,27.0,Hostage(s) released by perpetrators,1.0
201410240034,1.0,,115.0,Hostage(s) killed (not during rescue attempt),0.0
201410240042,2.0,,,Combination,
201410240054,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201410240066,1.0,,33.0,Successful Rescue,1.0
201410240067,3.0,,33.0,Successful Rescue,3.0
201410240070,1.0,,33.0,Successful Rescue,1.0
201410250018,,,,,
201410250034,1.0,,,,
201410250044,4.0,,33.0,Successful Rescue,4.0
201410250124,1.0,,98.0,Hostage(s) killed (not during rescue attempt),0.0
201410260012,17.0,,41.0,Combination,17.0
201410260039,1.0,,,,
201410260041,3.0,,,Hostage(s) released by perpetrators,3.0
201410260055,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410270023,1.0,,,,
201410270024,1.0,,,,
201410270025,1.0,,,,
201410270026,1.0,,,,
201410270027,1.0,,,,
201410270028,1.0,,,,
201410270029,1.0,,,,
201410270030,2.0,,,,
201410270031,70.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410270047,1.0,,,Hostage(s) released by perpetrators,1.0
201410270072,1.0,,,Successful Rescue,1.0
201410280034,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201410290007,1.0,,,,
201410290041,30.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410290055,150.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410290065,28.0,,,Combination,3.0
201410290070,1.0,,,,
201410300019,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201410300035,75.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410300036,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201410310014,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411010002,38.0,,11.0,Hostage(s) released by perpetrators,38.0
201411010010,67.0,,,Combination,
201411020030,1.0,,,,
201411020069,5.0,,,Hostage(s) released by perpetrators,5.0
201411030026,1.0,,,,
201411030027,1.0,,,,
201411030041,36.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411040004,4.0,,3.0,Hostage(s) released by perpetrators,4.0
201411040005,3.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
201411040026,2.0,,,,
201411040061,10.0,,,Hostage(s) released by perpetrators,10.0
201411050013,1.0,,104.0,Hostage(s) released by perpetrators,1.0
201411050023,,,,,
201411050024,,,,Hostage(s) released by perpetrators,
201411050055,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411060056,1.0,,,,
201411070003,2.0,1.0,,Hostage(s) released by perpetrators,2.0
201411070005,5.0,,,,
201411070021,1.0,,,,
201411070025,2.0,,12.0,Successful Rescue,2.0
201411070032,1.0,,,Hostage(s) released by perpetrators,1.0
201411080016,,,,,
201411080017,,,,,
201411080023,1.0,,,,
201411080033,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411080068,1.0,,,Hostage(s) released by perpetrators,1.0
201411080078,13.0,,,Combination,8.0
201411090019,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411090023,1.0,,,,
201411090032,71.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411090037,1.0,,,Hostage(s) released by perpetrators,1.0
201411090089,1.0,,,,
201411090090,1.0,,,,
201411090091,1.0,,,,
201411090092,1.0,,,,
201411090093,1.0,,,,
201411090094,1.0,,,,
201411090095,1.0,,,,
201411090096,1.0,,,,
201411090097,1.0,,,,
201411090098,1.0,,,,
201411090099,1.0,,,,
201411090100,1.0,,,,
201411090101,1.0,,,,
201411090102,1.0,,,,
201411090103,1.0,,,,
201411090116,1.0,,5.0,Hostage(s) escaped (not during rescue attempt),1.0
201411100112,,,,,
201411110025,5.0,,,,
201411110026,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201411110031,2.0,,51.0,Hostage(s) released by perpetrators,2.0
201411110047,4.0,,,,
201411120034,1.0,,106.0,Hostage(s) released by perpetrators,1.0
201411120081,8.0,,,Combination,1.0
201411130003,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411130022,1.0,,,,
201411130027,3.0,,,,
201411130065,1.0,,24.0,Hostage(s) released by perpetrators,1.0
201411130085,1.0,,,,
201411140066,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411150008,40.0,,1.0,Combination,36.0
201411150033,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201411150036,1.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201411150047,1.0,,,,
201411160013,1.0,,,,
201411160014,30.0,,,,
201411160028,13.0,,,,
201411160034,2.0,,102.0,Hostage(s) released by perpetrators,2.0
201411160041,4.0,,,,
201411160054,2.0,,7.0,Hostage(s) killed (not during rescue attempt),0.0
201411170014,1.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201411170041,14.0,,,Combination,
201411170068,,,,Hostage(s) killed (not during rescue attempt),0.0
201411180029,2.0,,,,
201411180037,6.0,,3.0,Hostage(s) released by perpetrators,6.0
201411180042,1.0,,,Hostage(s) released by perpetrators,1.0
201411180074,2.0,,,,
201411190017,6.0,,,,
201411200045,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411200049,1.0,,67.0,Hostage(s) killed (not during rescue attempt),0.0
201411210010,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411210011,48.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411210012,,,,,
201411210014,2.0,,,Combination,1.0
201411220002,60.0,,,Combination,32.0
201411220011,70.0,,,,
201411220029,6.0,,,Combination,
201411220030,6.0,,,Combination,
201411220031,1.0,,,,
201411230022,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411230028,1.0,,38.0,Hostage(s) released by perpetrators,1.0
201411230029,1.0,,,,
201411230032,78.0,,,,
201411230047,3.0,,,,
201411240019,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411240039,5.0,,,Combination,
201411240071,2.0,,705.0,Successful Rescue,2.0
201411250021,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411250024,8.0,2.0,,Successful Rescue,8.0
201411250025,1.0,,,,
201411250026,,,,Hostage(s) released by perpetrators,
201411250038,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201411260004,16.0,,,Combination,9.0
201411260013,1.0,,,,
201411270005,1.0,,13.0,Successful Rescue,1.0
201411270006,1.0,,,,
201411280002,1.0,,,,
201411290015,9.0,4.0,,Combination,6.0
201411290047,1.0,,,Hostage(s) released by perpetrators,1.0
201411300016,2.0,,,Combination,1.0
201411300034,1.0,,,,
201411300041,3.0,1.0,,Hostage(s) released by perpetrators,3.0
201412010011,3.0,,,,
201412010051,3.0,2.0,,Hostage(s) released by perpetrators,3.0
201412010063,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412020016,36.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412020022,3.0,2.0,,Hostage(s) released by perpetrators,3.0
201412020058,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412030019,21.0,,,,
201412030030,12.0,,,Combination,9.0
201412030033,15.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412030041,16.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201412040025,1.0,,10.0,Hostage(s) killed (not during rescue attempt),0.0
201412040043,3.0,,,,
201412040056,4.0,,1.0,Hostage(s) released by perpetrators,4.0
201412050008,3.0,,,,
201412050068,1.0,,8.0,Hostage(s) released by perpetrators,1.0
201412060002,12.0,,,,
201412060033,4.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201412060046,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201412060058,2.0,,,,
201412070012,1.0,,,,
201412070017,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201412070026,2.0,,,,
201412070058,2.0,,,Hostage(s) released by perpetrators,2.0
201412080011,3.0,,26.0,Hostage(s) released by perpetrators,3.0
201412080021,3.0,,,,
201412090055,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412100008,4.0,,5.0,Combination,2.0
201412100053,1.0,,,,
201412100069,21.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201412100071,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201412100085,5.0,,,Combination,2.0
201412110031,2.0,,,,
201412120014,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412120015,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412130012,17.0,,,,
201412140019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412140022,2.0,,,Combination,1.0
201412140038,185.0,,,,
201412140041,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201412150027,5.0,,,Combination,3.0
201412150032,18.0,16.0,,Combination,16.0
201412150068,2.0,,,,
201412160001,1.0,,75.0,Hostage(s) released by perpetrators,1.0
201412160002,500.0,,,Combination,
201412160005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412160019,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412160020,1.0,,5.0,Hostage(s) released by perpetrators,1.0
201412160041,150.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412160067,2.0,,3.0,Hostage(s) released by perpetrators,2.0
201412170009,,,,Hostage(s) released by perpetrators,
201412170010,,,,Combination,
201412170021,2.0,,,,
201412170036,6.0,,,Combination,1.0
201412170037,5.0,,,,
201412170043,1.0,1.0,,Hostage(s) released by perpetrators,1.0
201412170051,1.0,,,,
201412180003,1.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201412180037,2.0,,,,
201412190037,1.0,,,Hostage(s) released by perpetrators,1.0
201412190039,2.0,,,,
201412190045,1.0,,,,
201412190046,1.0,,,,
201412200021,1.0,,,Hostage(s) released by perpetrators,1.0
201412200049,1.0,,,,
201412200054,,,,Hostage(s) released by perpetrators,
201412200071,,,,Successful Rescue,
201412200076,11.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412200077,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412200078,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412200079,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412200080,10.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412200085,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412210055,1.0,,,,
201412210057,44.0,,,,
201412220075,1.0,,25.0,Successful Rescue,1.0
201412220086,30.0,,2.0,Hostage(s) released by perpetrators,30.0
201412220088,1.0,,14.0,Hostage(s) released by perpetrators,1.0
201412230012,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201412230017,,,,,
201412230018,3.0,,,,
201412230062,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412230090,1.0,,10.0,Hostage(s) killed (not during rescue attempt),0.0
201412240030,2.0,,26.0,Hostage(s) released by perpetrators,2.0
201412240031,3.0,,1.0,Hostage(s) released by perpetrators,3.0
201412240062,20.0,,,,
201412250022,,,,Hostage(s) released by perpetrators,
201412250046,10.0,,,,
201412260020,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201412270013,1.0,,,,
201412270021,1.0,,18.0,Hostage(s) released by perpetrators,1.0
201412270056,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201412280005,4.0,,5.0,Hostage(s) released by perpetrators,4.0
201412280021,1.0,,,,
201412280022,1.0,,,,
201412280025,7.0,,49.0,Hostage(s) killed (not during rescue attempt),0.0
201412280040,9.0,,,Combination,7.0
201412290034,11.0,,3.0,Hostage(s) released by perpetrators,11.0
201412290052,2.0,,,,
201412290062,6.0,,,,
201412290080,1.0,,12.0,Hostage(s) killed (not during rescue attempt),0.0
201412300012,1.0,,193.0,Hostage(s) killed (not during rescue attempt),0.0
201412300019,2.0,,,,
201412300049,3.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201412310056,18.0,,,,
201412310071,1.0,,,,
201412310080,,,,Hostage(s) released by perpetrators,
201412310089,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201412310091,40.0,,,,
201412310106,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501010018,,,,Hostage(s) released by perpetrators,
201501010080,2.0,1.0,,Hostage(s) released by perpetrators,2.0
201501010095,1.0,,51.0,Successful Rescue,1.0
201501020057,15.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501020083,1.0,,,,
201501020094,1.0,,22.0,Hostage(s) killed (not during rescue attempt),0.0
201501030045,13.0,,43.0,Hostage(s) killed (not during rescue attempt),0.0
201501030046,,,,Hostage(s) killed (not during rescue attempt),0.0
201501030052,4.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201501030054,85.0,,,Combination,81.0
201501030055,85.0,,,Combination,81.0
201501040015,5.0,,,Combination,3.0
201501040016,4.0,,,Combination,3.0
201501040024,80.0,,,,
201501040042,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501040043,4.0,,,,
201501040046,5.0,,,,
201501040091,1.0,,6.0,Hostage(s) killed (not during rescue attempt),0.0
201501050005,,,,,
201501050006,,,,,
201501050007,,,,,
201501050008,,,,,
201501050009,,,,,
201501050010,,,,,
201501050012,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501050042,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501050045,30.0,,,,
201501050066,3.0,,5.0,Hostage(s) killed (not during rescue attempt),0.0
201501060008,3.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201501060011,2.0,,,,
201501060028,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201501060029,1.0,,45.0,Hostage(s) released by perpetrators,1.0
