eventid,nhostkid,nhours,ndays,hostkidoutcome_txt,nreleased
201809090027,6.0,,,Hostage(s) released by perpetrators,6.0
201809100002,,,,,
201809100009,,3.0,,Successful Rescue,
201809100052,7.0,,,Combination,3.0
201809100077,1.0,,,Hostage(s) released by perpetrators,1.0
201809110012,2.0,,126.0,Combination,2.0
201809110023,2.0,,6.0,Successful Rescue,2.0
201809110027,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201809110040,1.0,,,,
201809110042,2.0,,,,
201809120007,,,,Hostage(s) released by perpetrators,
201809120008,1.0,,,Successful Rescue,1.0
201809120020,2.0,,,,
201809130004,,,,Successful Rescue,
201809130018,5.0,,,,
201809140009,,,,Combination,
201809140010,3.0,,,Combination,1.0
201809150030,,,,Hostage(s) released by perpetrators,
201809160003,3.0,,,,
201809160020,1.0,,,,
201809160023,11.0,,,Hostage(s) released by perpetrators,11.0
201809160024,10.0,,,Hostage(s) released by perpetrators,10.0
201809160025,10.0,,,Combination,9.0
201809160026,2.0,,,,
201809160028,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809170003,1.0,,,,
201809170030,3.0,,,,
201809170032,3.0,,,,
201809180007,2.0,,,Combination,1.0
201809180023,,,,Hostage(s) released by perpetrators,
201809180029,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809190008,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809190021,26.0,,1.0,Hostage(s) released by perpetrators,26.0
201809210003,2.0,,,,
201809210005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809210006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809210007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809210008,1.0,,,Hostage(s) released by perpetrators,1.0
201809210009,1.0,,,,
201809210013,1.0,,,Hostage(s) released by perpetrators,1.0
201809220005,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201809220008,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201809230002,6.0,,,,
201809230008,3.0,,,Combination,
201809230011,1.0,,,,
201809230016,2.0,1.0,,Hostage(s) killed (not during rescue attempt),0.0
201809240010,17.0,,,Combination,3.0
201809240025,,,,,
201809240026,,,,,
201809250026,40.0,,,,
201809260022,10.0,,,,
201809260028,1.0,,453.0,Hostage(s) released by perpetrators,1.0
201809270014,1.0,,,,
201809290012,,,,,
201809290018,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201809290021,1.0,,,,
201809300018,2.0,,,,
201809300021,,,,Hostage(s) released by perpetrators,
201809300022,,,,Hostage(s) released by perpetrators,
201809300023,,,,Hostage(s) released by perpetrators,
201810020003,1.0,,,,
201810020004,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810020005,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810020036,2.0,,,,
201810020037,2.0,,,Combination,1.0
201810030001,1.0,,3.0,Hostage(s) killed (not during rescue attempt),0.0
201810030012,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201810030025,15.0,,14.0,Hostage(s) released by perpetrators,15.0
201810030026,1.0,,6.0,Hostage(s) released by perpetrators,1.0
201810030042,1.0,,,Hostage(s) released by perpetrators,1.0
201810040016,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201810060017,1.0,,,,
201810060019,1.0,2.0,,Hostage(s) released by perpetrators,1.0
201810060034,50.0,,,Combination,16.0
201810060038,,,,,
201810060042,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810060051,1.0,,,Hostage(s) released by perpetrators,1.0
201810070001,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810070013,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201810070043,4.0,,,,
201810090008,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810090015,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810090019,1.0,,89.0,Hostage(s) released by perpetrators,1.0
201810090030,8.0,,,,
201810100023,35.0,,,,
201810100024,6.0,,,Combination,4.0
201810100026,6.0,,,,
201810100039,1.0,,,Hostage(s) released by perpetrators,1.0
201810100045,1.0,,,Hostage(s) released by perpetrators,1.0
201810110009,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810120003,700.0,,,,
201810120023,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810130015,2.0,,,Combination,
201810130027,7.0,,,Hostage(s) released by perpetrators,7.0
201810130035,1.0,,14.0,Hostage(s) released by perpetrators,
201810140014,1.0,,,,
201810150005,1.0,,,Successful Rescue,1.0
201810150007,15.0,,,,
201810160002,12.0,,,Combination,9.0
201810160023,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201810160035,1.0,,,,
201810180004,3.0,,,,
201810190005,6.0,,,Combination,1.0
201810190023,,,,,
201810200018,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810200021,15.0,,,,
201810200022,8.0,,,,
201810200025,2.0,,,Hostage(s) released by perpetrators,2.0
201810200028,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201810200029,2.0,,,,
201810200068,13.0,,7.0,Hostage(s) released by perpetrators,13.0
201810200106,1.0,,,,
201810210017,125.0,,2.0,Hostage(s) released by perpetrators,125.0
201810210042,35.0,,,,
201810210047,2.0,,,,
201810220004,1.0,,,,
201810220005,2.0,,2.0,Combination,2.0
201810220006,2.0,,,,
201810220007,2.0,,,,
201810220013,7.0,,,,
201810220014,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810230001,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810230010,20.0,,,Combination,
201810230026,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810240012,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810240029,4.0,,,Hostage(s) released by perpetrators,4.0
201810250008,20.0,,,Hostage(s) released by perpetrators,20.0
201810250009,2.0,,,,
201810250016,2.0,,,Combination,1.0
201810250018,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810250044,5.0,,14.0,Hostage(s) released by perpetrators,5.0
201810260008,36.0,,,,
201810260011,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810260014,2.0,,,,
201810260016,1.0,,,Hostage(s) released by perpetrators,1.0
201810260021,10.0,,,,
201810260022,10.0,,,,
201810260038,1.0,,336.0,Hostage(s) released by perpetrators,1.0
201810270005,1.0,,45.0,Hostage(s) killed (not during rescue attempt),0.0
201810270009,1.0,,17.0,Hostage(s) killed (not during rescue attempt),0.0
201810270036,2.0,,,,
201810270037,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810280001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810280004,3.0,,,,
201810280014,7.0,,,,
201810280017,2.0,,,Hostage(s) released by perpetrators,2.0
201810280020,2.0,,,,
201810290003,11.0,,43.0,Combination,5.0
201810290008,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201810290022,1.0,,1.0,Successful Rescue,1.0
201810290046,7.0,,,Hostage(s) released by perpetrators,7.0
201810300014,1.0,,,,
201810300047,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201810310031,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811010003,6.0,,,Combination,1.0
201811010019,19.0,2.0,,Hostage(s) released by perpetrators,19.0
201811010020,1.0,,,,
201811010033,17.0,,,Combination,
201811020007,2.0,,14.0,Hostage(s) released by perpetrators,2.0
201811020018,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811020028,1.0,,,Hostage(s) released by perpetrators,1.0
201811030009,15.0,,,,
201811030017,2.0,,3.0,Combination,1.0
201811050001,82.0,,7.0,Combination,82.0
201811060005,4.0,,3.0,Successful Rescue,4.0
201811060009,20.0,,,,
201811060012,7.0,,,Hostage(s) released by perpetrators,7.0
201811060026,1.0,,,,
201811060027,1.0,,,,
201811070015,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811070016,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201811070034,,,,Hostage(s) released by perpetrators,
201811080013,4.0,,,Hostage(s) released by perpetrators,4.0
201811080018,,,,,
201811090005,,,,Hostage(s) released by perpetrators,
201811090017,1.0,,4.0,Hostage(s) released by perpetrators,1.0
201811090019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811090024,1.0,,3.0,Hostage(s) released by perpetrators,1.0
201811090026,1.0,,,,
201811100008,1.0,,,,
201811100025,1.0,,,,
201811100026,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811110007,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811110010,8.0,,,,
201811110015,4.0,,,,
201811110033,1.0,2.0,,Hostage(s) released by perpetrators,1.0
201811120015,10.0,,,,
201811130017,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811130023,1.0,,8.0,Hostage(s) released by perpetrators,1.0
201811130047,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811140025,,,,,
201811140026,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811140045,1.0,,,,
201811150015,10.0,,,,
201811150017,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811150020,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811150022,,,,Hostage(s) released by perpetrators,
201811150025,16.0,,1.0,Hostage(s) released by perpetrators,16.0
201811160004,1.0,,,,
201811160021,5.0,,,Combination,4.0
201811170005,18.0,,,,
201811170008,50.0,,,Combination,2.0
201811170009,3.0,,,Combination,2.0
201811170010,2.0,,,Hostage(s) released by perpetrators,2.0
201811170022,1.0,,,,
201811170028,5.0,,,Hostage(s) released by perpetrators,5.0
201811170038,20.0,,3.0,Hostage(s) released by perpetrators,20.0
201811180016,1.0,,,Hostage(s) released by perpetrators,1.0
201811190001,5.0,,1.0,Combination,2.0
201811190007,12.0,,,,
201811190008,7.0,,,,
201811190017,10.0,,,,
201811190024,2.0,,,Combination,1.0
201811190026,1.0,,,Hostage(s) released by perpetrators,1.0
201811190027,1.0,,8.0,Hostage(s) released by perpetrators,1.0
201811190035,1.0,,,,
201811190038,5.0,,,Combination,4.0
201811200004,1.0,,536.0,Hostage(s) released by perpetrators,1.0
201811200008,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811200009,10.0,,1.0,Combination,10.0
201811200015,1.0,,,,
201811200016,1.0,,,,
201811210017,1.0,,2.0,Hostage(s) killed (not during rescue attempt),0.0
201811220004,3.0,,,Combination,
201811220005,2.0,,6.0,Hostage(s) released by perpetrators,2.0
201811220006,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811230004,11.0,,,,
201811230022,3.0,,,Combination,2.0
201811240005,,,,,
201811240006,,,,,
201811240012,9.0,,,,
201811240013,7.0,,,,
201811250017,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811250023,,,,,
201811260006,6.0,,,Combination,2.0
201811260011,9.0,,,,
201811260022,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811260026,4.0,,,Combination,3.0
201811260030,1.0,,,,
201811260031,1.0,,,Hostage(s) released by perpetrators,1.0
201811270007,25.0,,,Combination,
201811270009,3.0,,,Combination,3.0
201811270029,2.0,,,,
201811270031,,,,,
201811270033,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201811270035,1.0,,,,
201811270036,2.0,,4.0,Hostage(s) released by perpetrators,2.0
201811270037,6.0,,4.0,Hostage(s) released by perpetrators,6.0
201811280001,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201811280014,5.0,,,,
201811280029,1.0,,,,
201811290021,30.0,,,,
201811290028,3.0,,,,
201811300017,10.0,,,Hostage(s) released by perpetrators,10.0
201812010007,54.0,,,,
201812010015,7.0,,,Combination,1.0
201812010020,25.0,,,Combination,4.0
201812010027,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812010028,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812020004,45.0,,,Hostage(s) released by perpetrators,45.0
201812030005,1.0,,,,
201812030021,2.0,,,Successful Rescue,2.0
201812030024,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201812040008,1.0,,127.0,Hostage(s) released by perpetrators,1.0
201812040015,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812040022,5.0,,,Combination,1.0
201812040023,8.0,,3.0,Combination,7.0
201812040025,4.0,,,,
201812050003,3.0,,121.0,Combination,1.0
201812050005,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201812050020,7.0,,,,
201812060003,,,,Hostage(s) killed (not during rescue attempt),0.0
201812060004,5.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812060006,10.0,,,,
201812060016,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812060023,1.0,,,,
201812060025,19.0,,,Hostage(s) released by perpetrators,19.0
201812060026,1.0,,,,
201812070018,10.0,,,Combination,
201812080023,3.0,,,,
201812080027,12.0,,4.0,Hostage(s) released by perpetrators,12.0
201812080028,5.0,,,Hostage(s) released by perpetrators,5.0
201812080034,,,,,
201812090012,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812090025,1.0,,,,
201812090028,1.0,,,,
201812090030,1.0,,,,
201812100009,2.0,,,,
201812100012,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812100020,3.0,,,,
201812100022,6.0,,,,
201812100028,3.0,,1.0,Hostage(s) released by perpetrators,3.0
201812110031,3.0,,,,
201812110034,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812120027,3.0,,,,
201812140001,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812140021,1.0,,,,
201812150005,1.0,,,,
201812150010,74.0,,2.0,Successful Rescue,74.0
201812150019,1.0,,2.0,Hostage(s) released by perpetrators,1.0
201812150020,,,,,
201812150021,3.0,,4.0,Hostage(s) released by perpetrators,3.0
201812150025,1.0,,3.0,Successful Rescue,1.0
201812150026,3.0,,,Combination,2.0
201812150027,2.0,,455.0,Hostage(s) escaped (not during rescue attempt),2.0
201812150028,4.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812150029,4.0,,,,
201812160005,2.0,,,,
201812160027,,,,Combination,
201812160028,,,,Combination,
201812160029,,,,Combination,
201812160030,,,,Combination,
201812170006,1.0,,,,
201812170011,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812170019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812170024,7.0,,6.0,Hostage(s) released by perpetrators,7.0
201812180018,1.0,,,,
201812190007,1.0,,,Successful Rescue,1.0
201812190012,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812190020,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812190031,1.0,,,,
201812200013,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812200015,10.0,,,,
201812200017,9.0,,,,
201812210010,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812220001,1.0,,,Hostage(s) released by perpetrators,1.0
201812220007,1.0,,,,
201812220018,1.0,,,,
201812230003,10.0,,,Hostage(s) released by perpetrators,10.0
201812240014,3.0,,,Combination,1.0
201812240020,8.0,,,,
201812240021,7.0,,,,
201812240030,1.0,,81.0,Hostage(s) released by perpetrators,1.0
201812250001,,,,Combination,
201812250012,12.0,,,Combination,
201812250013,2.0,,,,
201812260005,1.0,,,Successful Rescue,1.0
201812270003,30.0,,,,
201812270021,2.0,,,,
201812270025,1.0,,54.0,Hostage(s) released by perpetrators,1.0
201812280006,10.0,,,,
201812280023,1.0,,,,
201812280039,1.0,,,,
201812290031,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812290034,1.0,,,,
201812300016,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201812300017,1.0,,,,
201812310026,1.0,,,Hostage(s) released by perpetrators,1.0
201901010022,10.0,,,,
201901010023,10.0,,,,
201901010024,10.0,,,,
201901010034,1.0,,,,
201901010043,3.0,,,Combination,
201901020007,1.0,,,,
201901040002,3.0,,,Hostage(s) released by perpetrators,3.0
201901040003,4.0,,,Hostage(s) released by perpetrators,4.0
201901040004,3.0,,,Hostage(s) released by perpetrators,3.0
201901040005,4.0,,,Hostage(s) released by perpetrators,4.0
201901050005,12.0,,,Combination,
201901050018,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901060008,5.0,,,,
201901060016,7.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901070013,,,,,
201901070015,2.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901070016,,,,Successful Rescue,
201901070026,1.0,,1.0,Hostage(s) released by perpetrators,1.0
201901080002,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901080004,10.0,,48.0,Successful Rescue,10.0
201901080019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901090015,4.0,,,Combination,2.0
201901100012,5.0,,,,
201901100027,1.0,,52.0,Successful Rescue,1.0
201901110013,3.0,,23.0,Hostage(s) released by perpetrators,3.0
201901120013,12.0,,,,
201901120019,4.0,,,,
201901120025,1.0,,,Hostage(s) escaped (not during rescue attempt),1.0
201901120026,1.0,,,Hostage(s) escaped (not during rescue attempt),1.0
201901130018,2.0,,,Combination,
201901130028,1.0,,,Hostage(s) released by perpetrators,1.0
201901150008,36.0,,1.0,Hostage(s) released by perpetrators,36.0
201901150009,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201901150019,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901150020,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901150024,,,,,
201901150027,60.0,,,,
201901150029,1.0,,,Hostage(s) released by perpetrators,1.0
201901160004,39.0,,1.0,Successful Rescue,39.0
201901160015,1.0,,,,
201901160026,1.0,,,Hostage(s) released by perpetrators,1.0
201901170005,1.0,,,,
201901170026,1.0,,17.0,Hostage(s) released by perpetrators,1.0
201901180010,100.0,,,,
201901180022,7.0,,,,
201901190007,6.0,,,,
201901190017,,,,Hostage(s) killed (not during rescue attempt),0.0
201901190020,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201901200005,1.0,,,Hostage(s) released by perpetrators,1.0
201901200013,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901200014,3.0,,,,
201901200016,4.0,,,,
201901200019,1.0,,,,
201901200021,6.0,,,Combination,
201901200023,1.0,,,,
201901210026,4.0,,,Successful Rescue,4.0
201901220003,15.0,,,,
201901220004,30.0,,,,
201901230005,3.0,,,Successful Rescue,3.0
201901230018,2.0,,,,
201901230022,4.0,,,,
201901240003,1.0,,,,
201901240027,2.0,,7.0,Combination,1.0
201901240031,1.0,,154.0,Hostage(s) released by perpetrators,1.0
201901250013,1.0,,4.0,Hostage(s) killed (not during rescue attempt),0.0
201901250028,2.0,,,,
201901250029,5.0,,,,
201901250040,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901260038,1.0,,,,
201901270024,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901280023,2.0,,3.0,Hostage(s) released by perpetrators,2.0
201901280024,2.0,,,,
201901280025,3.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901280033,2.0,,,Combination,1.0
201901290009,8.0,,,,
201901290019,,,,Combination,
201901300022,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901310012,1.0,,,Hostage(s) killed (not during rescue attempt),0.0
201901310037,,,,Combination,
201901310040,,,,Hostage(s) released by perpetrators,
201902010033,,,,,
201902010042,2.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201902020013,4.0,,,Combination,3.0
201902030009,1.0,,1.0,Hostage(s) killed (not during rescue attempt),0.0
201902030031,27.0,,179.0,Combination,27.0
201902030032,27.0,,179.0,Combination,27.0
