eventid,attacktype
201910070012,Bombing/Explosion
201910070013,Bombing/Explosion
201910070014,Bombing/Explosion
201910070015,Armed Assault
201910070016,Facility/Infrastructure Attack
201910070018,Bombing/Explosion
201910070021,Bombing/Explosion
201910080001,Armed Assault
201910080003,Bombing/Explosion
201910080004,Facility/Infrastructure Attack
201910080004,Armed Assault
201910080005,Bombing/Explosion
201910080007,Unarmed Assault
201910080010,Facility/Infrastructure Attack
201910080011,Armed Assault
201910080013,Bombing/Explosion
201910080014,Armed Assault
201910080021,Armed Assault
201910090002,Bombing/Explosion
201910090003,Bombing/Explosion
201910090005,Bombing/Explosion
201910090006,Bombing/Explosion
201910090007,Armed Assault
201910090008,Armed Assault
201910090009,Armed Assault
201910090009,Facility/Infrastructure Attack
201910090011,Hostage Taking (Kidnapping)
201910090011,Facility/Infrastructure Attack
201910090012,Bombing/Explosion
201910090013,Bombing/Explosion
201910090014,Bombing/Explosion
201910090015,Hostage Taking (Kidnapping)
201910090016,Hostage Taking (Kidnapping)
201910100004,Assassination
201910100005,Armed Assault
201910100009,Hostage Taking (Kidnapping)
201910100009,Armed Assault
201910100011,Armed Assault
201910100012,Armed Assault
201910100014,Bombing/Explosion
201910100016,Hostage Taking (Kidnapping)
201910100017,Facility/Infrastructure Attack
201910100018,Bombing/Explosion
201910100019,Bombing/Explosion
201910100020,Bombing/Explosion
201910100021,Bombing/Explosion
201910100023,Assassination
201910100025,Armed Assault
201910100026,Assassination
201910110001,Bombing/Explosion
201910110002,Bombing/Explosion
201910110003,Assassination
201910110004,Hostage Taking (Kidnapping)
201910110006,Armed Assault
201910110007,Armed Assault
201910110009,Bombing/Explosion
201910110010,Bombing/Explosion
201910110011,Bombing/Explosion
201910110012,Assassination
201910110014,Armed Assault
201910110014,Bombing/Explosion
201910110015,Assassination
201910110016,Bombing/Explosion
201910110017,Bombing/Explosion
201910110018,Facility/Infrastructure Attack
201910110019,Armed Assault
201910110020,Hostage Taking (Kidnapping)
201910110022,Hostage Taking (Kidnapping)
201910110023,Assassination
201910110024,Hostage Taking (Kidnapping)
201910110027,Bombing/Explosion
201910110028,Hostage Taking (Kidnapping)
201910110033,Bombing/Explosion
201910110034,Bombing/Explosion
201910110035,Armed Assault
201910120004,Assassination
201910120006,Armed Assault
201910120007,Bombing/Explosion
201910120008,Bombing/Explosion
201910120009,Bombing/Explosion
201910120010,Armed Assault
201910120011,Armed Assault
201910120011,Bombing/Explosion
201910120012,Armed Assault
201910120013,Armed Assault
201910120014,Armed Assault
201910120015,Armed Assault
201910120017,Bombing/Explosion
201910120021,Hostage Taking (Kidnapping)
201910120022,Assassination
201910120025,Assassination
201910120026,Hostage Taking (Barricade Incident)
201910130002,Bombing/Explosion
201910130004,Assassination
201910130007,Bombing/Explosion
201910130008,Assassination
201910130009,Hostage Taking (Kidnapping)
201910130011,Bombing/Explosion
201910130012,Armed Assault
201910130014,Assassination
201910140001,Armed Assault
201910140002,Armed Assault
201910140003,Bombing/Explosion
201910140004,Bombing/Explosion
201910140005,Armed Assault
201910140006,Hijacking
201910140008,Hostage Taking (Kidnapping)
201910140009,Armed Assault
201910140010,Armed Assault
201910140011,Assassination
201910140012,Hostage Taking (Kidnapping)
201910140014,Facility/Infrastructure Attack
201910140015,Assassination
201910140016,Hostage Taking (Kidnapping)
201910140017,Hostage Taking (Kidnapping)
201910140018,Bombing/Explosion
201910140020,Bombing/Explosion
201910140025,Hostage Taking (Kidnapping)
201910150002,Bombing/Explosion
201910150003,Bombing/Explosion
201910150004,Bombing/Explosion
201910150005,Bombing/Explosion
201910150007,Bombing/Explosion
201910150009,Facility/Infrastructure Attack
201910150010,Bombing/Explosion
201910150011,Bombing/Explosion
201910150012,Armed Assault
201910150013,Bombing/Explosion
201910150014,Bombing/Explosion
201910150014,Armed Assault
201910150015,Bombing/Explosion
201910150016,Bombing/Explosion
201910150017,Armed Assault
201910150018,Armed Assault
201910150021,Bombing/Explosion
201910150024,Armed Assault
201910150025,Armed Assault
201910150026,Facility/Infrastructure Attack
201910150027,Facility/Infrastructure Attack
201910150028,Facility/Infrastructure Attack
201910150029,Facility/Infrastructure Attack
201910150030,Facility/Infrastructure Attack
201910150031,Facility/Infrastructure Attack
201910150032,Facility/Infrastructure Attack
201910150034,Facility/Infrastructure Attack
201910150034,Armed Assault
201910150035,Bombing/Explosion
201910150036,Assassination
201910150037,Hostage Taking (Kidnapping)
201910150040,Assassination
201910160001,Bombing/Explosion
201910160003,Hostage Taking (Kidnapping)
201910160004,Armed Assault
201910160005,Assassination
201910160006,Armed Assault
201910160010,Hostage Taking (Kidnapping)
201910160015,Bombing/Explosion
201910160016,Facility/Infrastructure Attack
201910160017,Armed Assault
201910160018,Facility/Infrastructure Attack
201910160019,Bombing/Explosion
201910160020,Bombing/Explosion
201910160021,Armed Assault
201910160025,Unarmed Assault
201910160025,Facility/Infrastructure Attack
201910160027,Bombing/Explosion
201910160028,Armed Assault
201910160030,Assassination
201910160031,Armed Assault
201910170002,Armed Assault
201910170003,Bombing/Explosion
201910170004,Bombing/Explosion
201910170005,Hostage Taking (Kidnapping)
201910170008,Bombing/Explosion
201910170009,Assassination
201910170010,Bombing/Explosion
201910170015,Facility/Infrastructure Attack
201910170017,Armed Assault
201910170020,Bombing/Explosion
201910180001,Assassination
201910180003,Bombing/Explosion
201910180005,Facility/Infrastructure Attack
201910180006,Assassination
201910180008,Facility/Infrastructure Attack
201910180009,Bombing/Explosion
201910180010,Assassination
201910180011,Bombing/Explosion
201910180014,Hostage Taking (Kidnapping)
201910180016,Armed Assault
201910180017,Assassination
201910180019,Assassination
201910180020,Armed Assault
201910180021,Hostage Taking (Kidnapping)
201910180023,Armed Assault
201910180024,Armed Assault
201910190001,Armed Assault
201910190002,Bombing/Explosion
201910190003,Armed Assault
201910190008,Armed Assault
201910190010,Hostage Taking (Kidnapping)
201910190011,Assassination
201910190013,Armed Assault
201910190014,Bombing/Explosion
201910190016,Facility/Infrastructure Attack
201910190016,Armed Assault
201910190017,Facility/Infrastructure Attack
201910190022,Facility/Infrastructure Attack
201910190023,Facility/Infrastructure Attack
201910190025,Armed Assault
201910190026,Bombing/Explosion
201910190027,Bombing/Explosion
201910200001,Assassination
201910200002,Assassination
201910200003,Bombing/Explosion
201910200006,Bombing/Explosion
201910200008,Bombing/Explosion
201910200010,Assassination
201910200011,Assassination
201910200016,Bombing/Explosion
201910200019,Assassination
201910200020,Hostage Taking (Kidnapping)
201910200021,Hijacking
201910200022,Armed Assault
201910210003,Armed Assault
201910210004,Bombing/Explosion
201910210005,Hostage Taking (Kidnapping)
201910210006,Bombing/Explosion
201910210006,Hostage Taking (Kidnapping)
201910210007,Hostage Taking (Kidnapping)
201910210008,Assassination
201910210010,Armed Assault
201910210011,Facility/Infrastructure Attack
201910210011,Armed Assault
201910210012,Bombing/Explosion
201910210013,Bombing/Explosion
201910210014,Bombing/Explosion
201910210015,Bombing/Explosion
201910210016,Armed Assault
201910210017,Armed Assault
201910210018,Bombing/Explosion
201910210022,Armed Assault
201910220007,Armed Assault
201910220007,Hostage Taking (Kidnapping)
201910220008,Bombing/Explosion
201910220012,Bombing/Explosion
201910220013,Facility/Infrastructure Attack
201910220015,Assassination
201910220016,Armed Assault
201910220017,Assassination
201910220018,Armed Assault
201910220019,Hostage Taking (Kidnapping)
201910220021,Armed Assault
201910220024,Hijacking
201910220025,Armed Assault
201910230001,Bombing/Explosion
201910230003,Bombing/Explosion
201910230006,Facility/Infrastructure Attack
201910230007,Bombing/Explosion
201910230008,Facility/Infrastructure Attack
201910230010,Armed Assault
201910230011,Bombing/Explosion
201910230012,Bombing/Explosion
201910230013,Bombing/Explosion
201910230014,Armed Assault
201910230016,Bombing/Explosion
201910230017,Facility/Infrastructure Attack
201910230021,Facility/Infrastructure Attack
201910230023,Facility/Infrastructure Attack
201910230023,Hostage Taking (Kidnapping)
201910230026,Bombing/Explosion
201910240002,Armed Assault
201910240003,Armed Assault
201910240004,Facility/Infrastructure Attack
201910240005,Assassination
201910240006,Bombing/Explosion
201910240007,Bombing/Explosion
201910240008,Assassination
201910240009,Assassination
201910240010,Assassination
201910240011,Assassination
201910240012,Assassination
201910240017,Bombing/Explosion
201910240019,Bombing/Explosion
201910240020,Facility/Infrastructure Attack
201910240022,Armed Assault
201910240022,Hostage Taking (Kidnapping)
201910240023,Bombing/Explosion
201910240024,Bombing/Explosion
201910240028,Bombing/Explosion
201910250003,Bombing/Explosion
201910250004,Bombing/Explosion
201910250007,Facility/Infrastructure Attack
201910250007,Hostage Taking (Kidnapping)
201910250008,Hostage Taking (Kidnapping)
201910250010,Armed Assault
201910250011,Bombing/Explosion
201910250018,Unarmed Assault
201910250018,Facility/Infrastructure Attack
201910250022,Hostage Taking (Kidnapping)
201910260002,Bombing/Explosion
201910260003,Bombing/Explosion
201910260004,Assassination
201910260005,Armed Assault
201910260007,Bombing/Explosion
201910260008,Facility/Infrastructure Attack
201910260008,Hostage Taking (Kidnapping)
201910260011,Assassination
201910260012,Bombing/Explosion
201910260013,Hostage Taking (Kidnapping)
201910260014,Bombing/Explosion
201910260015,Bombing/Explosion
201910260021,Facility/Infrastructure Attack
201910260021,Armed Assault
201910270002,Armed Assault
201910270005,Bombing/Explosion
201910270008,Bombing/Explosion
201910270010,Bombing/Explosion
201910270011,Armed Assault
201910270012,Armed Assault
201910270015,Armed Assault
201910270015,Hostage Taking (Kidnapping)
201910270016,Facility/Infrastructure Attack
201910270017,Armed Assault
201910270018,Bombing/Explosion
201910270021,Armed Assault
201910270022,Hostage Taking (Kidnapping)
201910270023,Assassination
201910270026,Armed Assault
201910280003,Bombing/Explosion
201910280005,Bombing/Explosion
201910280006,Bombing/Explosion
201910280007,Armed Assault
201910280008,Armed Assault
201910280009,Armed Assault
201910280010,Facility/Infrastructure Attack
201910280012,Assassination
201910280014,Assassination
201910280016,Facility/Infrastructure Attack
201910280017,Facility/Infrastructure Attack
201910280018,Armed Assault
201910280022,Bombing/Explosion
201910280023,Bombing/Explosion
201910280024,Bombing/Explosion
201910280025,Facility/Infrastructure Attack
201910280026,Facility/Infrastructure Attack
201910280027,Facility/Infrastructure Attack
201910280028,Facility/Infrastructure Attack
201910280029,Facility/Infrastructure Attack
201910280029,Hostage Taking (Kidnapping)
201910280031,Armed Assault
201910280032,Assassination
201910290001,Bombing/Explosion
201910290006,Assassination
201910290007,Armed Assault
201910290008,Armed Assault
201910290009,Armed Assault
201910290012,Hostage Taking (Kidnapping)
201910290013,Bombing/Explosion
201910290014,Armed Assault
201910290016,Armed Assault
201910290017,Bombing/Explosion
201910290019,Facility/Infrastructure Attack
201910290020,Facility/Infrastructure Attack
201910290021,Facility/Infrastructure Attack
201910290022,Facility/Infrastructure Attack
201910290023,Facility/Infrastructure Attack
201910300005,Bombing/Explosion
201910300008,Hostage Taking (Kidnapping)
201910300009,Assassination
201910300010,Hostage Taking (Kidnapping)
201910300011,Armed Assault
201910300012,Assassination
201910300013,Bombing/Explosion
201910300014,Bombing/Explosion
201910300015,Bombing/Explosion
201910300016,Facility/Infrastructure Attack
201910300017,Bombing/Explosion
201910300019,Assassination
201910300020,Armed Assault
201910300022,Bombing/Explosion
201910300023,Bombing/Explosion
201910300025,Armed Assault
201910300025,Facility/Infrastructure Attack
201910300028,Facility/Infrastructure Attack
201910310001,Bombing/Explosion
201910310002,Bombing/Explosion
201910310003,Bombing/Explosion
201910310004,Armed Assault
201910310005,Bombing/Explosion
201910310006,Hijacking
201910310007,Bombing/Explosion
201910310009,Armed Assault
201910310009,Facility/Infrastructure Attack
201910310011,Bombing/Explosion
201910310013,Hostage Taking (Kidnapping)
201910310018,Armed Assault
201910310020,Facility/Infrastructure Attack
201910310021,Assassination
201910310022,Assassination
201910310023,Bombing/Explosion
201911010004,Bombing/Explosion
201911010006,Bombing/Explosion
201911010007,Facility/Infrastructure Attack
201911010008,Facility/Infrastructure Attack
201911010012,Hostage Taking (Kidnapping)
201911010012,Armed Assault
201911010015,Armed Assault
201911010026,Bombing/Explosion
201911010027,Bombing/Explosion
201911010028,Bombing/Explosion
201911020002,Bombing/Explosion
201911020005,Bombing/Explosion
201911020006,Bombing/Explosion
201911020007,Facility/Infrastructure Attack
201911020008,Assassination
201911020009,Assassination
201911020010,Bombing/Explosion
201911020011,Bombing/Explosion
201911020012,Assassination
201911020014,Armed Assault
201911020015,Armed Assault
201911020017,Facility/Infrastructure Attack
201911020019,Bombing/Explosion
201911020021,Bombing/Explosion
201911020023,Hostage Taking (Kidnapping)
201911030001,Assassination
201911030002,Assassination
201911030003,Armed Assault
201911030003,Hostage Taking (Kidnapping)
201911030004,Bombing/Explosion
201911030005,Bombing/Explosion
201911030006,Assassination
201911030007,Hostage Taking (Kidnapping)
201911030008,Bombing/Explosion
201911030009,Bombing/Explosion
201911030010,Armed Assault
201911030010,Facility/Infrastructure Attack
201911030011,Bombing/Explosion
201911030012,Bombing/Explosion
201911030013,Bombing/Explosion
201911030016,Armed Assault
201911030017,Assassination
201911030018,Assassination
201911040001,Armed Assault
201911040003,Bombing/Explosion
201911040004,Facility/Infrastructure Attack
201911040005,Bombing/Explosion
201911040008,Hostage Taking (Kidnapping)
201911040010,Armed Assault
201911040011,Armed Assault
201911040013,Unarmed Assault
