eventid,attacktype
201408120010,Hostage Taking (Kidnapping)
201408120013,Bombing/Explosion
201408120014,Bombing/Explosion
201408120022,Bombing/Explosion
201408120024,Assassination
201408120025,Armed Assault
201408120038,Bombing/Explosion
201408120040,Bombing/Explosion
201408120041,Bombing/Explosion
201408120043,Hostage Taking (Kidnapping)
201408120044,Hostage Taking (Kidnapping)
201408120045,Bombing/Explosion
201408120050,Bombing/Explosion
201408120052,Hostage Taking (Kidnapping)
201408120053,Hostage Taking (Kidnapping)
201408120054,Hostage Taking (Kidnapping)
201408120055,Hostage Taking (Kidnapping)
201408120056,Bombing/Explosion
201408120057,Armed Assault
201408120058,Armed Assault
201408120059,Bombing/Explosion
201408120063,Bombing/Explosion
201408120064,Hostage Taking (Kidnapping)
201408120065,Armed Assault
201408120068,Hostage Taking (Kidnapping)
201408120068,Armed Assault
201408120071,Bombing/Explosion
201408120073,Bombing/Explosion
201408120076,Armed Assault
201408120077,Facility/Infrastructure Attack
201408120078,Facility/Infrastructure Attack
201408120079,Facility/Infrastructure Attack
201408120080,Facility/Infrastructure Attack
201408120081,Facility/Infrastructure Attack
201408120083,Bombing/Explosion
201408120085,Bombing/Explosion
201408120086,Hostage Taking (Kidnapping)
201408120087,Assassination
201408120098,Facility/Infrastructure Attack
201408130001,Hostage Taking (Kidnapping)
201408130002,Bombing/Explosion
201408130003,Bombing/Explosion
201408130004,Bombing/Explosion
201408130006,Armed Assault
201408130007,Armed Assault
201408130008,Bombing/Explosion
201408130009,Hostage Taking (Kidnapping)
201408130010,Bombing/Explosion
201408130017,Armed Assault
201408130018,Facility/Infrastructure Attack
201408130019,Bombing/Explosion
201408130025,Armed Assault
201408130026,Bombing/Explosion
201408130029,Armed Assault
201408130032,Armed Assault
201408130034,Bombing/Explosion
201408130035,Bombing/Explosion
201408130036,Hostage Taking (Kidnapping)
201408130036,Armed Assault
201408130038,Bombing/Explosion
201408130039,Bombing/Explosion
201408130040,Bombing/Explosion
201408130041,Bombing/Explosion
201408130042,Hostage Taking (Kidnapping)
201408130045,Armed Assault
201408130046,Armed Assault
201408130047,Armed Assault
201408130050,Bombing/Explosion
201408130071,Bombing/Explosion
201408130073,Bombing/Explosion
201408130073,Unarmed Assault
201408130075,Bombing/Explosion
201408130076,Bombing/Explosion
201408130077,Bombing/Explosion
201408130079,Bombing/Explosion
201408130080,Bombing/Explosion
201408130081,Bombing/Explosion
201408130082,Bombing/Explosion
201408130083,Bombing/Explosion
201408130084,Bombing/Explosion
201408130085,Bombing/Explosion
201408130086,Bombing/Explosion
201408130087,Bombing/Explosion
201408130088,Bombing/Explosion
201408130089,Bombing/Explosion
201408130090,Bombing/Explosion
201408130091,Bombing/Explosion
201408130092,Bombing/Explosion
201408130093,Bombing/Explosion
201408130094,Bombing/Explosion
201408130095,Bombing/Explosion
201408130096,Bombing/Explosion
201408130097,Bombing/Explosion
201408130098,Bombing/Explosion
201408130100,Bombing/Explosion
201408140004,Bombing/Explosion
201408140005,Bombing/Explosion
201408140006,Facility/Infrastructure Attack
201408140010,Armed Assault
201408140011,Facility/Infrastructure Attack
201408140013,Bombing/Explosion
201408140014,Assassination
201408140015,Bombing/Explosion
201408140017,Armed Assault
201408140021,Bombing/Explosion
201408140023,Bombing/Explosion
201408140025,Hostage Taking (Kidnapping)
201408140029,Bombing/Explosion
201408140030,Armed Assault
201408140030,Hostage Taking (Kidnapping)
201408140031,Armed Assault
201408140032,Bombing/Explosion
201408140033,Bombing/Explosion
201408140034,Bombing/Explosion
201408140035,Bombing/Explosion
201408140036,Bombing/Explosion
201408140037,Bombing/Explosion
201408140038,Bombing/Explosion
201408140039,Bombing/Explosion
201408140040,Bombing/Explosion
201408140049,Bombing/Explosion
201408140050,Armed Assault
201408140052,Bombing/Explosion
201408140053,Hostage Taking (Kidnapping)
201408140058,Assassination
201408140059,Bombing/Explosion
201408140062,Bombing/Explosion
201408140063,Bombing/Explosion
201408140064,Armed Assault
201408140066,Hijacking
201408140070,Armed Assault
201408140075,Bombing/Explosion
201408140076,Armed Assault
201408140079,Assassination
201408140081,Bombing/Explosion
201408150002,Facility/Infrastructure Attack
201408150003,Armed Assault
201408150004,Bombing/Explosion
201408150006,Bombing/Explosion
201408150008,Bombing/Explosion
201408150009,Hostage Taking (Kidnapping)
201408150011,Bombing/Explosion
201408150016,Bombing/Explosion
201408150018,Bombing/Explosion
201408150020,Bombing/Explosion
201408150022,Assassination
201408150024,Armed Assault
201408150024,Bombing/Explosion
201408150025,Bombing/Explosion
201408150026,Bombing/Explosion
201408150030,Bombing/Explosion
201408150032,Armed Assault
201408150036,Bombing/Explosion
201408150037,Bombing/Explosion
201408150038,Bombing/Explosion
201408150039,Armed Assault
201408150040,Hostage Taking (Kidnapping)
201408150040,Bombing/Explosion
201408150042,Bombing/Explosion
201408150046,Facility/Infrastructure Attack
201408150046,Armed Assault
201408150057,Armed Assault
201408150057,Hostage Taking (Kidnapping)
201408150059,Hostage Taking (Kidnapping)
201408150061,Bombing/Explosion
201408150066,Bombing/Explosion
201408160001,Bombing/Explosion
201408160003,Bombing/Explosion
201408160004,Bombing/Explosion
201408160005,Bombing/Explosion
201408160006,Bombing/Explosion
201408160007,Bombing/Explosion
201408160008,Bombing/Explosion
201408160009,Bombing/Explosion
201408160010,Hostage Taking (Kidnapping)
201408160017,Armed Assault
201408160019,Bombing/Explosion
201408160020,Bombing/Explosion
201408160022,Armed Assault
201408160024,Bombing/Explosion
201408160025,Hostage Taking (Kidnapping)
201408160032,Bombing/Explosion
201408160033,Bombing/Explosion
201408160034,Bombing/Explosion
201408160037,Hostage Taking (Kidnapping)
201408160038,Assassination
201408160040,Bombing/Explosion
201408160041,Hostage Taking (Kidnapping)
201408160042,Bombing/Explosion
201408160045,Bombing/Explosion
201408160046,Armed Assault
201408160047,Armed Assault
201408160048,Armed Assault
201408160049,Armed Assault
201408160055,Armed Assault
201408160086,Hostage Taking (Kidnapping)
201408160087,Hostage Taking (Kidnapping)
201408160088,Bombing/Explosion
201408160089,Unarmed Assault
201408170009,Hostage Taking (Kidnapping)
201408170011,Armed Assault
201408170022,Bombing/Explosion
201408170027,Bombing/Explosion
201408170028,Armed Assault
201408170030,Unarmed Assault
201408170030,Hostage Taking (Kidnapping)
201408170031,Bombing/Explosion
201408170034,Bombing/Explosion
201408170035,Bombing/Explosion
201408170038,Assassination
201408170039,Bombing/Explosion
201408170045,Bombing/Explosion
201408170051,Hostage Taking (Kidnapping)
201408170051,Armed Assault
201408170052,Armed Assault
201408170052,Hostage Taking (Kidnapping)
201408170054,Armed Assault
201408170055,Armed Assault
201408170056,Bombing/Explosion
201408170062,Hostage Taking (Kidnapping)
201408170063,Facility/Infrastructure Attack
201408170064,Bombing/Explosion
201408180001,Armed Assault
201408180003,Bombing/Explosion
201408180005,Bombing/Explosion
201408180006,Hostage Taking (Kidnapping)
201408180007,Bombing/Explosion
201408180008,Bombing/Explosion
201408180009,Bombing/Explosion
201408180010,Bombing/Explosion
201408180011,Bombing/Explosion
201408180012,Armed Assault
201408180014,Armed Assault
201408180015,Hostage Taking (Kidnapping)
201408180017,Armed Assault
201408180018,Hostage Taking (Kidnapping)
201408180023,Bombing/Explosion
201408180024,Armed Assault
201408180025,Armed Assault
201408180027,Bombing/Explosion
201408180028,Assassination
201408180029,Armed Assault
201408180030,Armed Assault
201408180032,Bombing/Explosion
201408180033,Bombing/Explosion
201408180035,Armed Assault
201408180036,Armed Assault
201408180040,Bombing/Explosion
201408180041,Hostage Taking (Kidnapping)
201408180044,Bombing/Explosion
201408180045,Armed Assault
201408180049,Facility/Infrastructure Attack
201408180050,Facility/Infrastructure Attack
201408180050,Armed Assault
201408180051,Facility/Infrastructure Attack
201408180051,Armed Assault
201408180052,Bombing/Explosion
201408180053,Bombing/Explosion
201408180054,Bombing/Explosion
201408180056,Hostage Taking (Kidnapping)
201408180059,Bombing/Explosion
201408180060,Armed Assault
201408180065,Hostage Taking (Kidnapping)
201408180066,Bombing/Explosion
201408180068,Armed Assault
201408180069,Hostage Taking (Kidnapping)
201408190002,Bombing/Explosion
201408190003,Bombing/Explosion
201408190004,Bombing/Explosion
201408190005,Bombing/Explosion
201408190006,Bombing/Explosion
201408190007,Bombing/Explosion
201408190008,Bombing/Explosion
201408190009,Bombing/Explosion
201408190012,Bombing/Explosion
201408190013,Bombing/Explosion
201408190014,Bombing/Explosion
201408190016,Hijacking
201408190017,Assassination
201408190020,Armed Assault
201408190024,Bombing/Explosion
201408190025,Hostage Taking (Kidnapping)
201408190026,Bombing/Explosion
201408190028,Armed Assault
201408190030,Armed Assault
201408190031,Armed Assault
201408190032,Bombing/Explosion
201408190033,Armed Assault
201408190034,Armed Assault
201408190036,Hostage Taking (Kidnapping)
201408190041,Hijacking
201408190043,Armed Assault
201408190045,Bombing/Explosion
201408190046,Bombing/Explosion
201408190047,Bombing/Explosion
201408190052,Armed Assault
201408190054,Bombing/Explosion
201408190055,Bombing/Explosion
201408190056,Bombing/Explosion
201408190057,Bombing/Explosion
201408190060,Armed Assault
201408190062,Armed Assault
201408190062,Bombing/Explosion
201408190064,Bombing/Explosion
201408190065,Bombing/Explosion
201408190068,Bombing/Explosion
201408190069,Bombing/Explosion
201408190072,Bombing/Explosion
201408190073,Bombing/Explosion
201408190074,Bombing/Explosion
201408190079,Bombing/Explosion
201408190080,Bombing/Explosion
201408190081,Bombing/Explosion
201408190082,Assassination
201408190083,Bombing/Explosion
201408190084,Armed Assault
201408190096,Facility/Infrastructure Attack
201408190097,Bombing/Explosion
201408190102,Bombing/Explosion
201408190103,Bombing/Explosion
201408190104,Armed Assault
201408200009,Hostage Taking (Kidnapping)
201408200010,Bombing/Explosion
201408200012,Bombing/Explosion
201408200013,Bombing/Explosion
201408200014,Bombing/Explosion
201408200016,Bombing/Explosion
201408200030,Armed Assault
201408200033,Armed Assault
201408200036,Armed Assault
201408200038,Bombing/Explosion
201408200041,Armed Assault
201408200042,Bombing/Explosion
201408200044,Bombing/Explosion
201408200045,Hijacking
201408200046,Hostage Taking (Kidnapping)
201408200053,Bombing/Explosion
201408200060,Bombing/Explosion
201408200062,Bombing/Explosion
201408200065,Bombing/Explosion
201408200068,Hostage Taking (Kidnapping)
201408200070,Bombing/Explosion
201408200071,Armed Assault
201408200085,Hostage Taking (Kidnapping)
201408200086,Bombing/Explosion
201408200097,Hostage Taking (Kidnapping)
201408210001,Armed Assault
201408210002,Bombing/Explosion
201408210004,Bombing/Explosion
201408210006,Armed Assault
201408210007,Bombing/Explosion
201408210014,Bombing/Explosion
201408210015,Bombing/Explosion
201408210016,Armed Assault
201408210016,Bombing/Explosion
201408210030,Armed Assault
201408210031,Bombing/Explosion
201408210032,Bombing/Explosion
201408210034,Bombing/Explosion
201408210036,Armed Assault
201408210040,Bombing/Explosion
201408210042,Bombing/Explosion
201408210043,Bombing/Explosion
201408210044,Bombing/Explosion
201408210045,Bombing/Explosion
201408210046,Bombing/Explosion
201408210047,Armed Assault
201408210051,Bombing/Explosion
201408210052,Armed Assault
201408210055,Bombing/Explosion
201408210056,Armed Assault
201408210059,Hostage Taking (Kidnapping)
201408210060,Armed Assault
201408210062,Bombing/Explosion
201408210063,Bombing/Explosion
201408210064,Bombing/Explosion
201408210067,Armed Assault
201408210074,Armed Assault
201408210075,Assassination
201408210079,Armed Assault
201408210080,Hostage Taking (Kidnapping)
201408210081,Armed Assault
201408220001,Bombing/Explosion
201408220005,Assassination
201408220006,Hostage Taking (Kidnapping)
201408220010,Bombing/Explosion
201408220016,Bombing/Explosion
201408220017,Bombing/Explosion
201408220020,Armed Assault
201408220022,Facility/Infrastructure Attack
201408220024,Armed Assault
201408220032,Bombing/Explosion
201408220038,Bombing/Explosion
201408220039,Bombing/Explosion
201408220042,Armed Assault
201408220045,Bombing/Explosion
201408220046,Bombing/Explosion
201408220047,Bombing/Explosion
201408220048,Hostage Taking (Kidnapping)
201408220049,Armed Assault
201408220050,Hostage Taking (Kidnapping)
201408220051,Hostage Taking (Kidnapping)
201408220052,Hostage Taking (Kidnapping)
201408220054,Bombing/Explosion
201408220055,Assassination
201408220056,Bombing/Explosion
201408220058,Bombing/Explosion
201408220059,Bombing/Explosion
201408220060,Bombing/Explosion
201408220061,Bombing/Explosion
201408220062,Bombing/Explosion
201408220063,Bombing/Explosion
201408220064,Bombing/Explosion
201408220066,Armed Assault
201408220068,Assassination
201408220071,Bombing/Explosion
201408220073,Armed Assault
201408220073,Bombing/Explosion
201408220074,Hostage Taking (Kidnapping)
201408220076,Armed Assault
201408220085,Bombing/Explosion
201408220086,Bombing/Explosion
201408220087,Bombing/Explosion
201408220088,Bombing/Explosion
201408220089,Bombing/Explosion
201408220090,Bombing/Explosion
201408220091,Bombing/Explosion
201408220092,Bombing/Explosion
201408220093,Bombing/Explosion
201408220094,Bombing/Explosion
201408230003,Hostage Taking (Kidnapping)
201408230007,Bombing/Explosion
201408230008,Assassination
201408230009,Bombing/Explosion
201408230010,Bombing/Explosion
201408230012,Assassination
201408230013,Bombing/Explosion
201408230014,Bombing/Explosion
201408230025,Hostage Taking (Kidnapping)
201408230027,Bombing/Explosion
201408230028,Armed Assault
201408230029,Armed Assault
201408230030,Bombing/Explosion
201408230035,Bombing/Explosion
201408230043,Facility/Infrastructure Attack
201408230044,Armed Assault
201408230045,Armed Assault
201408230045,Bombing/Explosion
201408230045,Hostage Taking (Kidnapping)
201408230047,Armed Assault
201408230049,Bombing/Explosion
201408230051,Armed Assault
201408230052,Bombing/Explosion
201408230053,Bombing/Explosion
201408230073,Bombing/Explosion
201408230074,Bombing/Explosion
201408230085,Bombing/Explosion
201408230086,Bombing/Explosion
201408230087,Bombing/Explosion
201408230088,Hostage Taking (Kidnapping)
201408230089,Bombing/Explosion
201408230090,Bombing/Explosion
201408230091,Bombing/Explosion
201408240001,Bombing/Explosion
201408240002,Armed Assault
201408240003,Facility/Infrastructure Attack
201408240004,Facility/Infrastructure Attack
201408240004,Bombing/Explosion
201408240005,Assassination
201408240009,Armed Assault
201408240011,Hostage Taking (Kidnapping)
201408240013,Bombing/Explosion
201408240014,Hostage Taking (Kidnapping)
201408240015,Hostage Taking (Kidnapping)
201408240017,Bombing/Explosion
201408240018,Bombing/Explosion
201408240021,Bombing/Explosion
201408240022,Bombing/Explosion
201408240023,Bombing/Explosion
201408240024,Bombing/Explosion
201408240025,Bombing/Explosion
201408240026,Bombing/Explosion
201408240028,Bombing/Explosion
201408240029,Bombing/Explosion
201408240037,Bombing/Explosion
201408240074,Bombing/Explosion
201408240075,Assassination
201408240076,Armed Assault
201408240077,Facility/Infrastructure Attack
201408240078,Armed Assault
201408240078,Facility/Infrastructure Attack
201408240079,Armed Assault
201408240079,Facility/Infrastructure Attack
201408240081,Bombing/Explosion
201408240082,Bombing/Explosion
201408240084,Bombing/Explosion
201408240086,Bombing/Explosion
201408240090,Armed Assault
201408240095,Armed Assault
201408240096,Hostage Taking (Kidnapping)
201408240096,Assassination
201408240097,Armed Assault
201408240098,Unarmed Assault
201408240099,Hostage Taking (Kidnapping)
201408240100,Armed Assault
201408240102,Armed Assault
201408240104,Armed Assault
201408240105,Hostage Taking (Kidnapping)
201408240106,Bombing/Explosion
201408240107,Bombing/Explosion
201408240108,Bombing/Explosion
201408240109,Bombing/Explosion
201408240110,Bombing/Explosion
201408240111,Bombing/Explosion
201408240112,Bombing/Explosion
201408240113,Bombing/Explosion
201408250001,Bombing/Explosion
201408250002,Assassination
201408250004,Bombing/Explosion
201408250005,Armed Assault
201408250006,Bombing/Explosion
201408250007,Bombing/Explosion
201408250008,Bombing/Explosion
201408250012,Bombing/Explosion
201408250013,Assassination
201408250014,Assassination
201408250015,Assassination
201408250016,Bombing/Explosion
201408250018,Hostage Taking (Kidnapping)
201408250019,Armed Assault
201408250020,Armed Assault
201408250021,Armed Assault
201408250022,Bombing/Explosion
201408250025,Bombing/Explosion
201408250026,Bombing/Explosion
201408250027,Bombing/Explosion
201408250029,Assassination
201408250034,Bombing/Explosion
201408250035,Bombing/Explosion
201408250037,Bombing/Explosion
201408250037,Facility/Infrastructure Attack
201408250037,Armed Assault
201408250038,Armed Assault
201408250039,Bombing/Explosion
201408250042,Armed Assault
201408250043,Armed Assault
201408250044,Armed Assault
201408250045,Bombing/Explosion
201408250046,Armed Assault
201408250049,Bombing/Explosion
201408250050,Bombing/Explosion
201408250051,Bombing/Explosion
201408250052,Bombing/Explosion
201408250053,Bombing/Explosion
201408250054,Bombing/Explosion
201408250055,Bombing/Explosion
201408250056,Bombing/Explosion
201408250057,Bombing/Explosion
201408250058,Bombing/Explosion
201408250061,Armed Assault
201408250063,Bombing/Explosion
201408250064,Armed Assault
201408250065,Assassination
201408250069,Hostage Taking (Kidnapping)
201408250070,Bombing/Explosion
201408250071,Bombing/Explosion
201408250072,Bombing/Explosion
201408250073,Bombing/Explosion
201408250074,Bombing/Explosion
201408250075,Bombing/Explosion
201408250076,Bombing/Explosion
201408250077,Bombing/Explosion
201408250078,Bombing/Explosion
201408250082,Bombing/Explosion
201408250085,Bombing/Explosion
201408250086,Bombing/Explosion
201408250087,Facility/Infrastructure Attack
201408250088,Hostage Taking (Kidnapping)
201408260001,Bombing/Explosion
201408260003,Bombing/Explosion
201408260005,Facility/Infrastructure Attack
201408260006,Bombing/Explosion
201408260008,Bombing/Explosion
201408260020,Bombing/Explosion
201408260029,Bombing/Explosion
201408260033,Hostage Taking (Kidnapping)
201408260034,Facility/Infrastructure Attack
201408260052,Hostage Taking (Kidnapping)
201408260053,Bombing/Explosion
201408260057,Assassination
201408260058,Bombing/Explosion
201408260059,Bombing/Explosion
201408260060,Armed Assault
201408260064,Bombing/Explosion
201408260065,Armed Assault
201408260070,Armed Assault
201408260071,Bombing/Explosion
201408260073,Bombing/Explosion
201408260079,Bombing/Explosion
201408260082,Facility/Infrastructure Attack
201408260083,Bombing/Explosion
201408260084,Assassination
201408260087,Assassination
201408260088,Armed Assault
201408260089,Armed Assault
201408260090,Assassination
201408260094,Facility/Infrastructure Attack
201408260095,Armed Assault
201408260096,Hostage Taking (Kidnapping)
201408260097,Bombing/Explosion
201408270001,Armed Assault
201408270002,Bombing/Explosion
201408270004,Bombing/Explosion
201408270006,Hostage Taking (Kidnapping)
201408270007,Bombing/Explosion
201408270008,Hostage Taking (Kidnapping)
201408270009,Assassination
201408270010,Hostage Taking (Kidnapping)
201408270010,Armed Assault
201408270015,Bombing/Explosion
201408270017,Bombing/Explosion
201408270019,Bombing/Explosion
201408270020,Bombing/Explosion
201408270021,Bombing/Explosion
201408270024,Armed Assault
201408270027,Armed Assault
201408270029,Armed Assault
201408270029,Hostage Taking (Kidnapping)
201408270030,Hostage Taking (Kidnapping)
201408270030,Armed Assault
201408270033,Bombing/Explosion
201408270034,Bombing/Explosion
201408270036,Bombing/Explosion
201408270037,Bombing/Explosion
201408270039,Assassination
201408270042,Hostage Taking (Kidnapping)
201408270048,Assassination
201408270052,Armed Assault
201408270053,Facility/Infrastructure Attack
201408270054,Armed Assault
201408270055,Armed Assault
201408270056,Armed Assault
201408270057,Bombing/Explosion
201408270058,Bombing/Explosion
201408270059,Bombing/Explosion
201408270098,Hostage Taking (Kidnapping)
201408280001,Assassination
201408280003,Bombing/Explosion
201408280005,Armed Assault
201408280006,Assassination
201408280011,Hostage Taking (Kidnapping)
201408280012,Hostage Taking (Kidnapping)
201408280013,Armed Assault
201408280016,Hostage Taking (Kidnapping)
201408280020,Hostage Taking (Kidnapping)
201408280021,Bombing/Explosion
201408280022,Hostage Taking (Kidnapping)
201408280028,Bombing/Explosion
201408280030,Bombing/Explosion
201408280031,Bombing/Explosion
201408280032,Facility/Infrastructure Attack
201408280033,Armed Assault
201408280033,Bombing/Explosion
201408280034,Bombing/Explosion
201408280035,Bombing/Explosion
201408280036,Armed Assault
201408280037,Armed Assault
201408280041,Bombing/Explosion
201408280042,Armed Assault
201408280047,Armed Assault
201408280057,Armed Assault
201408280064,Bombing/Explosion
201408280073,Facility/Infrastructure Attack
201408290001,Bombing/Explosion
201408290002,Bombing/Explosion
201408290003,Bombing/Explosion
201408290004,Facility/Infrastructure Attack
201408290005,Bombing/Explosion
201408290007,Bombing/Explosion
201408290011,Armed Assault
201408290013,Bombing/Explosion
201408290022,Hostage Taking (Kidnapping)
201408290023,Armed Assault
201408290024,Assassination
201408290027,Bombing/Explosion
201408290028,Bombing/Explosion
201408290032,Bombing/Explosion
201408290038,Bombing/Explosion
201408290040,Armed Assault
201408290043,Armed Assault
201408290044,Armed Assault
201408290045,Armed Assault
201408290053,Bombing/Explosion
201408290055,Assassination
201408300001,Bombing/Explosion
201408300001,Armed Assault
201408300002,Bombing/Explosion
201408300003,Hostage Taking (Kidnapping)
201408300003,Armed Assault
201408300015,Armed Assault
201408300018,Bombing/Explosion
201408300019,Hostage Taking (Kidnapping)
201408300020,Armed Assault
201408300021,Bombing/Explosion
201408300022,Armed Assault
201408300024,Bombing/Explosion
201408300026,Bombing/Explosion
201408300041,Bombing/Explosion
201408300045,Facility/Infrastructure Attack
201408300046,Armed Assault
201408300054,Facility/Infrastructure Attack
201408300055,Facility/Infrastructure Attack
201408300060,Facility/Infrastructure Attack
201408300061,Facility/Infrastructure Attack
201408300062,Armed Assault
201408300065,Assassination
201408300066,Assassination
201408300067,Armed Assault
201408300084,Hostage Taking (Kidnapping)
201408300085,Facility/Infrastructure Attack
201408300086,Bombing/Explosion
201408300087,Armed Assault
201408310001,Facility/Infrastructure Attack
201408310003,Armed Assault
201408310003,Bombing/Explosion
201408310004,Armed Assault
201408310024,Hostage Taking (Kidnapping)
201408310034,Bombing/Explosion
201408310035,Bombing/Explosion
201408310039,Bombing/Explosion
201408310040,Bombing/Explosion
201408310044,Bombing/Explosion
201408310047,Bombing/Explosion
201408310048,Bombing/Explosion
201408310050,Bombing/Explosion
201408310055,Armed Assault
201408310063,Bombing/Explosion
201408310064,Bombing/Explosion
201408310065,Bombing/Explosion
201408310066,Armed Assault
201408310070,Armed Assault
201408310072,Armed Assault
201408310073,Bombing/Explosion
201408310074,Hostage Taking (Kidnapping)
201408310075,Armed Assault
201408310076,Bombing/Explosion
201408310077,Bombing/Explosion
201408310089,Armed Assault
201408310090,Bombing/Explosion
201408310093,Hostage Taking (Kidnapping)
201409010002,Bombing/Explosion
201409010003,Facility/Infrastructure Attack
201409010004,Bombing/Explosion
201409010005,Bombing/Explosion
201409010006,Bombing/Explosion
201409010007,Assassination
201409010008,Bombing/Explosion
201409010009,Bombing/Explosion
201409010011,Hostage Taking (Kidnapping)
201409010012,Assassination
201409010014,Armed Assault
201409010017,Bombing/Explosion
201409010018,Bombing/Explosion
201409010020,Armed Assault
201409010021,Assassination
201409010022,Bombing/Explosion
201409010025,Hostage Taking (Kidnapping)
201409010026,Armed Assault
201409010028,Bombing/Explosion
201409010029,Bombing/Explosion
201409010033,Bombing/Explosion
201409010034,Bombing/Explosion
201409010035,Bombing/Explosion
201409010036,Armed Assault
201409010038,Bombing/Explosion
201409010038,Hostage Taking (Kidnapping)
201409010039,Bombing/Explosion
201409010040,Assassination
201409010046,Bombing/Explosion
201409010054,Armed Assault
201409010055,Facility/Infrastructure Attack
201409010059,Bombing/Explosion
201409010061,Bombing/Explosion
201409010063,Bombing/Explosion
201409010082,Facility/Infrastructure Attack
201409020001,Assassination
201409020002,Hostage Taking (Kidnapping)
201409020004,Assassination
201409020007,Bombing/Explosion
201409020008,Bombing/Explosion
201409020009,Bombing/Explosion
201409020010,Bombing/Explosion
201409020012,Bombing/Explosion
201409020013,Facility/Infrastructure Attack
201409020013,Armed Assault
201409020014,Armed Assault
201409020015,Armed Assault
201409020016,Unarmed Assault
201409020017,Bombing/Explosion
201409020018,Hostage Taking (Kidnapping)
201409020020,Hostage Taking (Kidnapping)
201409020026,Bombing/Explosion
201409020034,Armed Assault
201409020034,Facility/Infrastructure Attack
201409020035,Facility/Infrastructure Attack
201409020035,Armed Assault
201409020036,Facility/Infrastructure Attack
201409020036,Armed Assault
201409020037,Bombing/Explosion
201409020047,Armed Assault
201409020050,Armed Assault
201409020051,Armed Assault
201409020052,Armed Assault
201409020059,Assassination
201409030001,Bombing/Explosion
201409030003,Bombing/Explosion
201409030004,Bombing/Explosion
201409030005,Bombing/Explosion
201409030006,Bombing/Explosion
201409030007,Hostage Taking (Kidnapping)
201409030008,Armed Assault
201409030009,Bombing/Explosion
201409030011,Bombing/Explosion
201409030012,Hostage Taking (Kidnapping)
201409030013,Armed Assault
201409030014,Bombing/Explosion
201409030015,Bombing/Explosion
201409030016,Hostage Taking (Kidnapping)
201409030019,Bombing/Explosion
201409030034,Bombing/Explosion
201409030039,Bombing/Explosion
201409030040,Bombing/Explosion
201409030045,Bombing/Explosion
201409030049,Armed Assault
201409030050,Bombing/Explosion
201409030051,Bombing/Explosion
201409030058,Armed Assault
201409030059,Hostage Taking (Kidnapping)
201409030060,Facility/Infrastructure Attack
201409030061,Assassination
201409030062,Facility/Infrastructure Attack
201409040001,Hostage Taking (Kidnapping)
201409040002,Facility/Infrastructure Attack
201409040003,Bombing/Explosion
201409040003,Armed Assault
201409040004,Bombing/Explosion
201409040009,Armed Assault
201409040011,Bombing/Explosion
201409040012,Bombing/Explosion
201409040013,Assassination
201409040016,Bombing/Explosion
201409040021,Bombing/Explosion
201409040023,Bombing/Explosion
201409040024,Bombing/Explosion
201409040025,Bombing/Explosion
201409040026,Bombing/Explosion
201409040029,Assassination
201409040030,Hostage Taking (Kidnapping)
201409040032,Hostage Taking (Kidnapping)
201409040033,Hostage Taking (Kidnapping)
201409040034,Hostage Taking (Kidnapping)
201409040036,Armed Assault
201409040038,Facility/Infrastructure Attack
201409040038,Armed Assault
201409040039,Facility/Infrastructure Attack
201409040039,Hostage Taking (Kidnapping)
201409040042,Assassination
201409040043,Armed Assault
201409040045,Bombing/Explosion
201409040050,Bombing/Explosion
201409040051,Bombing/Explosion
201409040053,Bombing/Explosion
201409040055,Unarmed Assault
201409040056,Assassination
201409040057,Bombing/Explosion
201409040058,Bombing/Explosion
201409040063,Bombing/Explosion
201409040064,Bombing/Explosion
201409050001,Armed Assault
201409050002,Armed Assault
201409050003,Armed Assault
201409050004,Armed Assault
201409050006,Armed Assault
201409050008,Hostage Taking (Kidnapping)
201409050015,Armed Assault
201409050016,Bombing/Explosion
201409050024,Bombing/Explosion
201409050025,Bombing/Explosion
201409050029,Bombing/Explosion
201409050030,Bombing/Explosion
201409050032,Assassination
201409050036,Facility/Infrastructure Attack
201409050037,Armed Assault
201409050044,Hostage Taking (Kidnapping)
201409050045,Armed Assault
201409050046,Bombing/Explosion
201409050049,Bombing/Explosion
201409050055,Hostage Taking (Kidnapping)
201409050056,Hostage Taking (Kidnapping)
201409050066,Facility/Infrastructure Attack
201409050067,Hostage Taking (Barricade Incident)
201409050067,Armed Assault
201409060001,Armed Assault
201409060002,Bombing/Explosion
201409060003,Armed Assault
201409060005,Bombing/Explosion
201409060006,Facility/Infrastructure Attack
201409060007,Assassination
201409060008,Armed Assault
201409060010,Armed Assault
201409060011,Bombing/Explosion
201409060026,Bombing/Explosion
201409060027,Bombing/Explosion
201409060028,Bombing/Explosion
201409060031,Bombing/Explosion
201409060038,Bombing/Explosion
201409060042,Assassination
201409060046,Bombing/Explosion
201409060047,Facility/Infrastructure Attack
201409060047,Armed Assault
201409060048,Hostage Taking (Kidnapping)
201409060050,Armed Assault
201409060056,Bombing/Explosion
201409060060,Assassination
201409060063,Facility/Infrastructure Attack
201409060065,Bombing/Explosion
201409070002,Bombing/Explosion
201409070003,Armed Assault
201409070004,Bombing/Explosion
201409070007,Armed Assault
201409070008,Armed Assault
201409070008,Bombing/Explosion
201409070014,Bombing/Explosion
201409070019,Bombing/Explosion
201409070022,Hostage Taking (Kidnapping)
